reclat,reclon,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.82239997,42.95116523,0,0,177,208.9707394,2020/10/30 16:39:58+00,,,,,,,,,,,,,,,,,,,,,
-78.82240438,42.95114662,0,0,178,208.6614012,2020/10/30 16:39:59+00,,,,,,,,,,,,,,,,,,,,,
-78.8224245,42.95113284,0,0,179,208.1105852,2020/10/30 16:40:00+00,,,,,,,,,,,,,,,,,,,,,
-78.82245082,42.95111958,0,0,180,208.6416485,2020/10/30 16:40:01+00,,,,,,,,,,,,,,,,,,,,,
-78.82248874,42.95113296,0,0,181,208.4270252,2020/10/30 16:40:03+00,,,,,,,,,,,,,,,,,,,,,
-78.82246912,42.95114468,0,0,182,209.1713606,2020/10/30 16:40:04+00,,,,,,,,,,,,,,,,,,,,,
-78.82244006,42.95115002,0,0,183,209.4241553,2020/10/30 16:40:06+00,,,,,,,,,,,,,,,,,,,,,
-78.82241511,42.95115455,0,0,184,209.26088,2020/10/30 16:40:07+00,,,,,,,,,,,,,,,,,,,,,
-78.82237714,42.95115269,0,0,185,209.1195555,2020/10/30 16:40:09+00,,,,,,,,,,,,,,,,,,,,,
-78.82233711,42.95115638,0,0,186,209.1103101,2020/10/30 16:40:11+00,,,,,,,,,,,,,,,,,,,,,
-78.82231403,42.9511735,0,0,187,208.7180806,2020/10/30 16:40:13+00,,,,,,,,,,,,,,,,,,,,,
-78.82229465,42.95120419,0,0,188,209.7500091,2020/10/30 16:40:15+00,,,,,,,,,,,,,,,,,,,,,
-78.82226856,42.95119163,0,0,189,209.2207072,2020/10/30 16:40:17+00,,,,,,,,,,,,,,,,,,,,,
-78.82227515,42.95117168,0,0,190,209.3503457,2020/10/30 16:40:18+00,,,,,,,,,,,,,,,,,,,,,
-78.82230211,42.951149,0,0,191,209.1334974,2020/10/30 16:40:20+00,,,,,,,,,,,,,,,,,,,,,
-78.8223313,42.9511672,0,0,192,208.6722243,2020/10/30 16:40:22+00,,,,,,,,,,,,,,,,,,,,,
-78.82232035,42.95118371,0,0,193,208.5814455,2020/10/30 16:40:23+00,,,,,,,,,,,,,,,,,,,,,
-78.82231076,42.95120077,0,0,194,208.6050375,2020/10/30 16:40:24+00,,,,,,,,,,,,,,,,,,,,,
-78.82228699,42.95118261,0,0,195,208.7191023,2020/10/30 16:40:26+00,,,,,,,,,,,,,,,,,,,,,
